epoch,date,allocation
2748,2062-08-10,304584.9242
2749,2062-08-15,304570.9359
2750,2062-08-20,304556.9539
2751,2062-08-25,304542.9784
2752,2062-08-30,304529.0092
2753,2062-09-04,304515.0463
2754,2062-09-09,304501.0898
2755,2062-09-14,304487.1397
2756,2062-09-19,304473.1958
2757,2062-09-24,304459.2584
2758,2062-09-29,304445.3272
2759,2062-10-04,304431.4024
2760,2062-10-09,304417.4839
2761,2062-10-14,304403.5717
2762,2062-10-19,304389.6658
2763,2062-10-24,304375.7662
2764,2062-10-29,304361.8729
2765,2062-11-03,304347.9859
2766,2062-11-08,304334.1051
2767,2062-11-13,304320.2307
2768,2062-11-18,304306.3625
2769,2062-11-23,304292.5006
2770,2062-11-28,304278.645
2771,2062-12-03,304264.7956
2772,2062-12-08,304250.9525
2773,2062-12-13,304237.1157
2774,2062-12-18,304223.285
2775,2062-12-23,304209.4607
2776,2062-12-28,304195.6425
